股票代码,股票简称,最新价,最新涨跌幅,涨停[20260304],首次涨停时间[20260304],最终涨停时间[20260304],涨停明细数据[20260304],连续涨停天数[20260304],涨停原因类别[20260304],涨停封单量[20260304],涨停封单额[20260304],涨停封单量占成交量比[20260304],涨停封单量占流通a股比[20260304],涨停开板次数[20260304],a股市值(不含限售股)[20260304],几天几板[20260304],涨停类型[20260304],market_code,code
002877.SZ,智能自控,9.9,10.000000000000004,涨停, 13:03:24, 13:10:00,"[{""code"":""002877.SZ"",""time"":1772600604000,""openTime"":1772600613000,""duration"":6000,""updatedTime"":1772600613000,""firstVol"":3.74895E7,""highestVol"":3.74895E7,""firstVolDivLTGB"":0.15587200067960932,""firstVolDivVol"":3.545693,""highestVolDivLTGB"":0.15587200067960932,""highestVolDivVol"":3.545693},{""code"":""002877.SZ"",""time"":1772600850000,""openTime"":1772600988000,""duration"":135000,""updatedTime"":1772600988000,""firstVol"":3.19684E7,""highestVol"":3.26659E7,""firstVolDivLTGB"":0.13291664243390877,""firstVolDivVol"":1.709471,""highestVolDivLTGB"":0.1358166736552915,""highestVolDivVol"":1.670621},{""code"":""002877.SZ"",""time"":1772601000000,""openTime"":null,""duration"":6600000,""updatedTime"":1772610300000,""firstVol"":3.530678E7,""highestVol"":3.687648E7,""firstVolDivLTGB"":0.14679679473332044,""firstVolDivVol"":1.424759,""highestVolDivLTGB"":0.15332321625045944,""highestVolDivVol"":1.482068}]",1,智能控制阀+国产化替代+新能源+新型工业化,8211770,8.1296523E7,25.74666074924192,3.4142493738801414,2,2381095100.000,首板涨停,放量涨停,33,002877
605196.SH,华通线缆,54.34,10.000000000000009,涨停, 10:00:41, 14:35:08,"[{""code"":""605196.SH"",""time"":1772589641000,""openTime"":1772589770000,""duration"":126000,""updatedTime"":1772589770000,""firstVol"":8140472.0,""highestVol"":8140472.0,""firstVolDivLTGB"":0.016120934663499488,""firstVolDivVol"":0.890854,""highestVolDivLTGB"":0.016120934663499488,""highestVolDivVol"":0.890854},{""code"":""605196.SH"",""time"":1772592362000,""openTime"":1772592548000,""duration"":183000,""updatedTime"":1772592548000,""firstVol"":8100600.0,""highestVol"":8220600.0,""firstVolDivLTGB"":0.016041974388603504,""firstVolDivVol"":0.596948,""highestVolDivLTGB"":0.01627961566537713,""highestVolDivVol"":0.605095},{""code"":""605196.SH"",""time"":1772592635000,""openTime"":1772592644000,""duration"":6000,""updatedTime"":1772592644000,""firstVol"":3045200.0,""highestVol"":3045200.0,""firstVolDivLTGB"":0.006030543466925338,""firstVolDivVol"":0.210073,""highestVolDivLTGB"":0.006030543466925338,""highestVolDivVol"":0.210073},{""code"":""605196.SH"",""time"":1772592665000,""openTime"":1772593559000,""duration"":891000,""updatedTime"":1772593559000,""firstVol"":430600.0,""highestVol"":2637900.0,""firstVolDivLTGB"":8.527361148226882E-4,""firstVolDivVol"":0.029352,""highestVolDivLTGB"":0.005223949366676195,""highestVolDivVol"":0.173833},{""code"":""605196.SH"",""time"":1772606108000,""openTime"":null,""duration"":1494000,""updatedTime"":1772609483000,""firstVol"":249800.0,""highestVol"":647300.0,""firstVolDivLTGB"":4.946899244837611E-4,""firstVolDivVol"":0.010594,""highestVolDivLTGB"":0.0012818766537963913,""highestVolDivVol"":0.027435}]",1,北美电网+油服电缆+海外产能,297800,1.6182452E7,1.2370228904896616,0.05897464351932108,4,27439678000.000,首板涨停,放量涨停,17,605196
300265.SZ,通光线缆,17.88,19.999999999999993,涨停, 09:51:03, 09:51:03,"[{""code"":""300265.SZ"",""time"":1772589063000,""openTime"":null,""duration"":13140000,""updatedTime"":1772610315000,""firstVol"":8.71392E7,""highestVol"":9.25874E7,""firstVolDivLTGB"":0.18647310321205543,""firstVolDivVol"":1.356194,""highestVolDivLTGB"":0.1981319520529895,""highestVolDivVol"":1.416749}]",1,特高压中标+商业航天+光纤光缆,8166554,1.4601798552E8,10.142484288754252,1.7475977136912253,0,8355354600.000,首板涨停,放量涨停,33,300265
000533.SZ,顺钠股份,12.3,10.017889087656538,涨停, 09:31:36, 09:33:36,"[{""code"":""000533.SZ"",""time"":1772587896000,""openTime"":1772587920000,""duration"":21000,""updatedTime"":1772587920000,""firstVol"":4.24497E7,""highestVol"":4.55681E7,""firstVolDivLTGB"":0.0619791958679076,""firstVolDivVol"":6.305332,""highestVolDivLTGB"":0.06653225335463855,""highestVolDivVol"":5.51535},{""code"":""000533.SZ"",""time"":1772587935000,""openTime"":1772587950000,""duration"":12000,""updatedTime"":1772587950000,""firstVol"":3.1974617E7,""highestVol"":3.2491117E7,""firstVolDivLTGB"":0.04668492474256186,""firstVolDivVol"":1.664635,""highestVolDivLTGB"":0.047439046789732375,""highestVolDivVol"":1.658879},{""code"":""000533.SZ"",""time"":1772588016000,""openTime"":null,""duration"":14232000,""updatedTime"":1772610252000,""firstVol"":5.7393266E7,""highestVol"":7.7398166E7,""firstVolDivLTGB"":0.08379772942830979,""firstVolDivVol"":1.4343,""highestVolDivLTGB"":0.11300612466827391,""highestVolDivVol"":1.754908}]",1,算力基建+干式变压器+北美出口,15044453,1.850467719E8,26.17159185688585,2.1965834840117364,2,8424299500.000,首板涨停,缩量涨停,33,000533
600313.SH,农发种业,9.24,9.999999999999998,涨停, 09:52:02, 10:47:56,"[{""code"":""600313.SH"",""time"":1772589122000,""openTime"":1772589947000,""duration"":822000,""updatedTime"":1772589947000,""firstVol"":5.815425E7,""highestVol"":6.077445E7,""firstVolDivLTGB"":0.05373712977873084,""firstVolDivVol"":0.437663,""highestVolDivLTGB"":0.05615831184962386,""highestVolDivVol"":0.456986},{""code"":""600313.SH"",""time"":1772591276000,""openTime"":1772591315000,""duration"":36000,""updatedTime"":1772591315000,""firstVol"":3.11478E7,""highestVol"":3.65588E7,""firstVolDivLTGB"":0.028781961265461294,""firstVolDivVol"":0.165794,""highestVolDivLTGB"":0.03378196744270049,""highestVolDivVol"":0.194348},{""code"":""600313.SH"",""time"":1772591318000,""openTime"":1772591330000,""duration"":9000,""updatedTime"":1772591330000,""firstVol"":9472800.0,""highestVol"":9472800.0,""firstVolDivLTGB"":0.00875329116905405,""firstVolDivVol"":0.049589,""highestVolDivLTGB"":0.00875329116905405,""highestVolDivVol"":0.049589},{""code"":""600313.SH"",""time"":1772591342000,""openTime"":1772591351000,""duration"":6000,""updatedTime"":1772591351000,""firstVol"":58500.0,""highestVol"":99900.0,""firstVolDivLTGB"":5.405661825327906E-5,""firstVolDivVol"":3.02E-4,""highestVolDivLTGB"":9.231207117098425E-5,""highestVolDivVol"":5.15E-4},{""code"":""600313.SH"",""time"":1772592476000,""openTime"":null,""duration"":9726000,""updatedTime"":1772609489000,""firstVol"":224272.0,""highestVol"":2.5432E7,""firstVolDivLTGB"":2.07237365622212E-4,""firstVolDivVol"":0.001059,""highestVolDivLTGB"":0.023500306246451167,""highestVolDivVol"":0.120013}]",1,粮食概念+种业龙头+央企,8143600,7.5246864E7,3.6976640807673435,0.7525050878759033,4,9999515600.000,首板涨停,放量涨停,17,600313
002167.SZ,东方锆业,16.07,9.993155373032176,涨停, 10:14:27, 10:14:27,"[{""code"":""002167.SZ"",""time"":1772590467000,""openTime"":null,""duration"":11754000,""updatedTime"":1772610279000,""firstVol"":9.0195282E7,""highestVol"":9.3288818E7,""firstVolDivLTGB"":0.11908509141268228,""firstVolDivVol"":1.341849,""highestVolDivLTGB"":0.12316949593118495,""highestVolDivVol"":1.318786}]",1,锆产品+扩产+固态电池,4547500,7.3078325E7,4.910672253051741,0.600407738842895,0,12171449500.000,首板涨停,放量涨停,33,002167
688176.SH,亚虹医药,13.67,20.017559262510968,涨停, 13:33:26, 13:37:30,"[{""code"":""688176.SH"",""time"":1772602406000,""openTime"":1772602592000,""duration"":183000,""updatedTime"":1772602592000,""firstVol"":1.3202078E7,""highestVol"":1.3202078E7,""firstVolDivLTGB"":0.03030182182900739,""firstVolDivVol"":0.363542,""highestVolDivLTGB"":0.03030182182900739,""highestVolDivVol"":0.363542},{""code"":""688176.SH"",""time"":1772602595000,""openTime"":1772602608000,""duration"":9000,""updatedTime"":1772602608000,""firstVol"":68263.0,""highestVol"":68263.0,""firstVolDivLTGB"":1.566793699835383E-4,""firstVolDivVol"":0.00176,""highestVolDivLTGB"":1.566793699835383E-4,""highestVolDivVol"":0.00176},{""code"":""688176.SH"",""time"":1772602650000,""openTime"":null,""duration"":4952000,""updatedTime"":1772609516000,""firstVol"":8245913.0,""highestVol"":8380805.0,""firstVolDivLTGB"":0.018926277101490828,""firstVolDivVol"":0.209872,""highestVolDivLTGB"":0.019235885433615395,""highestVolDivVol"":0.213083}]",1,希维她上市+APL-1702获批+创新药商业化,2388566,3.265169722E7,5.731161967999525,0.5482311296662908,2,5955826900.000,首板涨停,放量涨停,17,688176
600149.SH,廊坊发展,6.97,9.936908517350156,涨停, 14:49:06, 14:49:06,"[{""code"":""600149.SH"",""time"":1772606946000,""openTime"":null,""duration"":657000,""updatedTime"":1772609472000,""firstVol"":1.8455017E7,""highestVol"":2.6027217E7,""firstVolDivLTGB"":0.04854539404461279,""firstVolDivVol"":0.279265,""highestVolDivLTGB"":0.06846384943181819,""highestVolDivVol"":0.391757}]",1,供热+京津冀一体化+国企,10295200,7.1757544E7,14.743977628199367,2.7081228956228958,0,2649715200.000,首板涨停,放量涨停,17,600149
002490.SZ,山东墨龙,11.72,10.046948356807514,涨停, 09:25:00, 09:39:33,"[{""code"":""002490.SZ"",""time"":1772587500000,""openTime"":1772588112000,""duration"":330000,""updatedTime"":1772588112000,""firstVol"":8.75957E7,""highestVol"":8.75957E7,""firstVolDivLTGB"":0.16169862032555443,""firstVolDivVol"":81.499535,""highestVolDivLTGB"":0.16169862032555443,""highestVolDivVol"":81.499535},{""code"":""002490.SZ"",""time"":1772588238000,""openTime"":1772588313000,""duration"":72000,""updatedTime"":1772588313000,""firstVol"":1365200.0,""highestVol"":9409700.0,""firstVolDivLTGB"":0.0025201117916569754,""firstVolDivVol"":0.022348,""highestVolDivLTGB"":0.017369979435946852,""highestVolDivVol"":0.15014},{""code"":""002490.SZ"",""time"":1772588373000,""openTime"":null,""duration"":13848000,""updatedTime"":1772610279000,""firstVol"":1067200.0,""highestVol"":1.48532E7,""firstVolDivLTGB"":0.0019700141400939967,""firstVolDivVol"":0.013863,""highestVolDivLTGB"":0.02741849140333972,""highestVolDivVol"":0.183188}]",3,油气装备+中东订单+扭亏+国资背景,10054649,1.1784048628E8,10.673811621996594,1.856053289325521,2,6348981800.000,3天3板,T字涨停||放量涨停,33,002490
600871.SH,石化油服,4.27,10.05154639175257,涨停, 09:25:01, 15:00:01,"[{""code"":""600871.SH"",""time"":1772587501000,""openTime"":1772587804000,""duration"":21000,""updatedTime"":1772587804000,""firstVol"":1.0099398E7,""highestVol"":1.0099398E7,""firstVolDivLTGB"":7.45507403280288E-4,""firstVolDivVol"":0.280112,""highestVolDivLTGB"":7.45507403280288E-4,""highestVolDivVol"":0.280112},{""code"":""600871.SH"",""time"":1772607388000,""openTime"":1772607394000,""duration"":3000,""updatedTime"":1772607394000,""firstVol"":132426.0,""highestVol"":509726.0,""firstVolDivLTGB"":9.77529189232818E-6,""firstVolDivVol"":1.07E-4,""highestVolDivLTGB"":3.762645126416922E-5,""highestVolDivVol"":4.11E-4},{""code"":""600871.SH"",""time"":1772607601000,""openTime"":null,""duration"":0,""updatedTime"":1772609500000,""firstVol"":2526376.0,""highestVol"":2526376.0,""firstVolDivLTGB"":1.864895324919011E-4,""firstVolDivVol"":0.00202,""highestVolDivLTGB"":1.864895324919011E-4,""highestVolDivVol"":0.00202}]",3,油服工程+海外大单+央企,2526376,1.078762552E7,0.20200953161412677,0.01864895324919011,2,57845743000.000,3天3板,放量涨停,17,600871
002389.SZ,航天彩虹,28.77,10.019120458891019,涨停, 10:28:09, 10:54:06,"[{""code"":""002389.SZ"",""time"":1772591289000,""openTime"":1772592834000,""duration"":1542000,""updatedTime"":1772592834000,""firstVol"":6.3603187E7,""highestVol"":7.0952585E7,""firstVolDivLTGB"":0.06458762997682845,""firstVolDivVol"":0.737541,""highestVolDivLTGB"":0.07205078113270437,""highestVolDivVol"":0.816033},{""code"":""002389.SZ"",""time"":1772592846000,""openTime"":null,""duration"":9381000,""updatedTime"":1772610273000,""firstVol"":3.43476E7,""highestVol"":5.016598E7,""firstVolDivLTGB"":0.03487922829074764,""firstVolDivVol"":0.298073,""highestVolDivLTGB"":0.05094244339776521,""highestVolDivVol"":0.432012}]",1,无人机军贸+中东冲突+央企,7557752,2.1743652504E8,5.285974076894772,0.7674730035660557,1,28331488000.000,3天2板,放量涨停,33,002389
002498.SZ,汉缆股份,8.13,10.01353179972938,涨停, 09:38:24, 11:22:36,"[{""code"":""002498.SZ"",""time"":1772588304000,""openTime"":1772588334000,""duration"":27000,""updatedTime"":1772588334000,""firstVol"":8.6608965E7,""highestVol"":8.6608965E7,""firstVolDivLTGB"":0.026033746884389666,""firstVolDivVol"":1.404227,""highestVolDivLTGB"":0.026033746884389666,""highestVolDivVol"":1.404227},{""code"":""002498.SZ"",""time"":1772588340000,""openTime"":1772588352000,""duration"":9000,""updatedTime"":1772588352000,""firstVol"":4.93143E7,""highestVol"":4.93143E7,""firstVolDivLTGB"":0.014823361576724271,""firstVolDivVol"":0.588278,""highestVolDivLTGB"":0.014823361576724271,""highestVolDivVol"":0.588278},{""code"":""002498.SZ"",""time"":1772588358000,""openTime"":1772592117000,""duration"":3756000,""updatedTime"":1772592117000,""firstVol"":3.9564252E7,""highestVol"":7.8032115E7,""firstVolDivLTGB"":0.011892599365876357,""firstVolDivVol"":0.421557,""highestVolDivLTGB"":0.023455635692720564,""highestVolDivVol"":0.785616},{""code"":""002498.SZ"",""time"":1772592429000,""openTime"":1772592474000,""duration"":42000,""updatedTime"":1772592474000,""firstVol"":1572700.0,""highestVol"":2.11335E7,""firstVolDivLTGB"":4.7273713206340273E-4,""firstVolDivVol"":0.009708,""highestVolDivLTGB"":0.006352508539748154,""highestVolDivVol"":0.129851},{""code"":""002498.SZ"",""time"":1772592555000,""openTime"":1772593647000,""duration"":1089000,""updatedTime"":1772593647000,""firstVol"":94840.0,""highestVol"":2.941869E7,""firstVolDivLTGB"":2.850790971252821E-5,""firstVolDivVol"":5.41E-4,""highestVolDivLTGB"":0.008842949793134295,""highestVolDivVol"":0.16563},{""code"":""002498.SZ"",""time"":1772594556000,""openTime"":null,""duration"":7656000,""updatedTime"":1772610288000,""firstVol"":3.9498048E7,""highestVol"":4.8180748E7,""firstVolDivLTGB"":0.01187269913754856,""firstVolDivVol"":0.17605,""highestVolDivLTGB"":0.014482627729503102,""highestVolDivVol"":0.214445}]",1,特高压+海上风电+电网设备,14539284,1.1820437892E8,6.257827350092368,0.43703563428596165,5,27046851000.000,9天5板,缩量涨停,33,002498
000697.SZ,ST炼石,10.23,5.030800821355238,涨停, 10:28:21, 14:20:57,"[{""code"":""000697.SZ"",""time"":1772591301000,""openTime"":1772591796000,""duration"":492000,""updatedTime"":1772591796000,""firstVol"":1809256.0,""highestVol"":3242456.0,""firstVolDivLTGB"":0.002770227598174259,""firstVolDivVol"":0.150063,""highestVolDivLTGB"":0.00496466011281196,""highestVolDivVol"":0.263932},{""code"":""000697.SZ"",""time"":1772591865000,""openTime"":1772592831000,""duration"":963000,""updatedTime"":1772592831000,""firstVol"":136600.0,""highestVol"":2953700.0,""firstVolDivLTGB"":2.091539781604172E-4,""firstVolDivVol"":0.009723,""highestVolDivLTGB"":0.004522533713707352,""highestVolDivVol"":0.208007},{""code"":""000697.SZ"",""time"":1772602842000,""openTime"":1772602857000,""duration"":12000,""updatedTime"":1772602857000,""firstVol"":12100.0,""highestVol"":34500.0,""firstVolDivLTGB"":1.8526816513477658E-5,""firstVolDivVol"":5.3E-4,""highestVolDivLTGB"":5.28243941913206E-5,""highestVolDivVol"":0.00151},{""code"":""000697.SZ"",""time"":1772605161000,""openTime"":1772605164000,""duration"":0,""updatedTime"":1772605164000,""firstVol"":15600.0,""highestVol"":15600.0,""firstVolDivLTGB"":2.388581302564062E-5,""firstVolDivVol"":6.15E-4,""highestVolDivLTGB"":2.388581302564062E-5,""highestVolDivVol"":6.15E-4},{""code"":""000697.SZ"",""time"":1772605176000,""openTime"":1772605185000,""duration"":6000,""updatedTime"":1772605185000,""firstVol"":1018600.0,""highestVol"":1018600.0,""firstVolDivLTGB"":0.0015596210992254828,""firstVolDivVol"":0.039673,""highestVolDivLTGB"":0.0015596210992254828,""highestVolDivVol"":0.039673},{""code"":""000697.SZ"",""time"":1772605257000,""openTime"":null,""duration"":2343000,""updatedTime"":1772610270000,""firstVol"":150599.0,""highestVol"":1594299.0,""firstVolDivLTGB"":2.3058843306720842E-4,""firstVolDivVol"":0.005819,""highestVolDivLTGB"":0.0024410979372413984,""highestVolDivVol"":0.061116}]",1,无人机+航空发动机+重整完成+四川国资,1142100,1.1683683E7,4.304390549968901,0.17487171190118045,5,6681288200.000,4天3板,放量涨停,33,000697
001309.SZ,德明利,251.57,10.000000000000002,涨停, 09:36:06, 13:08:09,"[{""code"":""001309.SZ"",""time"":1772588166000,""openTime"":1772588331000,""duration"":162000,""updatedTime"":1772588331000,""firstVol"":4784245.0,""highestVol"":5544745.0,""firstVolDivLTGB"":0.029738724003305555,""firstVolDivVol"":0.777665,""highestVolDivLTGB"":0.0344659692853749,""highestVolDivVol"":0.836632},{""code"":""001309.SZ"",""time"":1772588343000,""openTime"":1772588556000,""duration"":210000,""updatedTime"":1772588556000,""firstVol"":3120320.0,""highestVol"":4296500.0,""firstVolDivLTGB"":0.01939581590867407,""firstVolDivVol"":0.384717,""highestVolDivLTGB"":0.02670691565340034,""highestVolDivVol"":0.513874},{""code"":""001309.SZ"",""time"":1772588574000,""openTime"":1772588583000,""duration"":6000,""updatedTime"":1772588583000,""firstVol"":214487.0,""highestVol"":214487.0,""firstVolDivLTGB"":0.001333244784766875,""firstVolDivVol"":0.02288,""highestVolDivLTGB"":0.001333244784766875,""highestVolDivVol"":0.02288},{""code"":""001309.SZ"",""time"":1772589855000,""openTime"":1772589894000,""duration"":36000,""updatedTime"":1772589894000,""firstVol"":2369800.0,""highestVol"":2369800.0,""firstVolDivLTGB"":0.014730606008478558,""firstVolDivVol"":0.179317,""highestVolDivLTGB"":0.014730606008478558,""highestVolDivVol"":0.179317},{""code"":""001309.SZ"",""time"":1772589975000,""openTime"":1772592069000,""duration"":2091000,""updatedTime"":1772592069000,""firstVol"":830583.0,""highestVol"":2787800.0,""firstVolDivLTGB"":0.005162879116524663,""firstVolDivVol"":0.060685,""highestVolDivLTGB"":0.0173288815218316,""highestVolDivVol"":0.2023},{""code"":""001309.SZ"",""time"":1772593245000,""openTime"":1772593473000,""duration"":225000,""updatedTime"":1772593473000,""firstVol"":25800.0,""highestVol"":1501100.0,""firstVolDivLTGB"":1.6037202929308246E-4,""firstVolDivVol"":0.001559,""highestVolDivLTGB"":0.009330792758598685,""highestVolDivVol"":0.090516},{""code"":""001309.SZ"",""time"":1772593689000,""openTime"":1772593692000,""duration"":0,""updatedTime"":1772593692000,""firstVol"":5100.0,""highestVol"":5100.0,""firstVolDivLTGB"":3.170144765095816E-5,""firstVolDivVol"":3.0E-4,""highestVolDivLTGB"":3.170144765095816E-5,""highestVolDivVol"":3.0E-4},{""code"":""001309.SZ"",""time"":1772593698000,""openTime"":1772594334000,""duration"":633000,""updatedTime"":1772594334000,""firstVol"":332800.0,""highestVol"":1183300.0,""firstVolDivLTGB"":0.0020686748584782108,""firstVolDivVol"":0.019594,""highestVolDivLTGB"":0.007355357452035057,""highestVolDivVol"":0.068431},{""code"":""001309.SZ"",""time"":1772594367000,""openTime"":1772594454000,""duration"":84000,""updatedTime"":1772594454000,""firstVol"":1600.0,""highestVol"":32300.0,""firstVolDivLTGB"":9.945552204222168E-6,""firstVolDivVol"":9.1E-5,""highestVolDivLTGB"":2.00775835122735E-4,""highestVolDivVol"":0.00183},{""code"":""001309.SZ"",""time"":1772594460000,""openTime"":1772594466000,""duration"":3000,""updatedTime"":1772594466000,""firstVol"":600.0,""highestVol"":1500.0,""firstVolDivLTGB"":3.729582076583313E-6,""firstVolDivVol"":3.4E-5,""highestVolDivLTGB"":9.323955191458282E-6,""highestVolDivVol"":8.5E-5},{""code"":""001309.SZ"",""time"":1772594472000,""openTime"":1772594523000,""duration"":48000,""updatedTime"":1772594523000,""firstVol"":13600.0,""highestVol"":13600.0,""firstVolDivLTGB"":8.453719373588842E-5,""firstVolDivVol"":7.68E-4,""highestVolDivLTGB"":8.453719373588842E-5,""highestVolDivVol"":7.68E-4},{""code"":""001309.SZ"",""time"":1772594526000,""openTime"":1772594529000,""duration"":0,""updatedTime"":1772594529000,""firstVol"":600.0,""highestVol"":600.0,""firstVolDivLTGB"":3.729582076583313E-6,""firstVolDivVol"":3.4E-5,""highestVolDivLTGB"":3.729582076583313E-6,""highestVolDivVol"":3.4E-5},{""code"":""001309.SZ"",""time"":1772594538000,""openTime"":1772594544000,""duration"":3000,""updatedTime"":1772594544000,""firstVol"":100.0,""highestVol"":7660.0,""firstVolDivLTGB"":6.215970127638855E-7,""firstVolDivVol"":6.0E-6,""highestVolDivLTGB"":4.761433117771363E-5,""highestVolDivVol"":4.32E-4},{""code"":""001309.SZ"",""time"":1772594547000,""openTime"":1772594559000,""duration"":9000,""updatedTime"":1772594559000,""firstVol"":3600.0,""highestVol"":4100.0,""firstVolDivLTGB"":2.237749245949988E-5,""firstVolDivVol"":2.03E-4,""highestVolDivLTGB"":2.5485477523319305E-5,""highestVolDivVol"":2.31E-4},{""code"":""001309.SZ"",""time"":1772594577000,""openTime"":1772594589000,""duration"":9000,""updatedTime"":1772594589000,""firstVol"":200.0,""highestVol"":2400.0,""firstVolDivLTGB"":1.243194025527771E-6,""firstVolDivVol"":1.1E-5,""highestVolDivLTGB"":1.4918328306333252E-5,""highestVolDivVol"":1.35E-4},{""code"":""001309.SZ"",""time"":1772594598000,""openTime"":1772594610000,""duration"":9000,""updatedTime"":1772594610000,""firstVol"":600.0,""highestVol"":1100.0,""firstVolDivLTGB"":3.729582076583313E-6,""firstVolDivVol"":3.4E-5,""highestVolDivLTGB"":6.837567140402741E-6,""highestVolDivVol"":6.2E-5},{""code"":""001309.SZ"",""time"":1772594640000,""openTime"":1772594646000,""duration"":3000,""updatedTime"":1772594646000,""firstVol"":7300.0,""highestVol"":7300.0,""firstVolDivLTGB"":4.537658193176364E-5,""firstVolDivVol"":4.1E-4,""highestVolDivLTGB"":4.537658193176364E-5,""highestVolDivVol"":4.1E-4},{""code"":""001309.SZ"",""time"":1772600517000,""openTime"":1772600541000,""duration"":21000,""updatedTime"":1772600541000,""firstVol"":137530.0,""highestVol"":137530.0,""firstVolDivLTGB"":8.548823716541717E-4,""firstVolDivVol"":0.007492,""highestVolDivLTGB"":8.548823716541717E-4,""highestVolDivVol"":0.007492},{""code"":""001309.SZ"",""time"":1772600553000,""openTime"":1772600640000,""duration"":84000,""updatedTime"":1772600640000,""firstVol"":140800.0,""highestVol"":148500.0,""firstVolDivLTGB"":8.752085939715508E-4,""firstVolDivVol"":0.007633,""highestVolDivLTGB"":9.2307156395437E-4,""highestVolDivVol"":0.00805},{""code"":""001309.SZ"",""time"":1772600790000,""openTime"":1772600814000,""duration"":21000,""updatedTime"":1772600814000,""firstVol"":121780.0,""highestVol"":121780.0,""firstVolDivLTGB"":7.569808421438597E-4,""firstVolDivVol"":0.006521,""highestVolDivLTGB"":7.569808421438597E-4,""highestVolDivVol"":0.006521},{""code"":""001309.SZ"",""time"":1772600874000,""openTime"":1772600877000,""duration"":0,""updatedTime"":1772600877000,""firstVol"":2100.0,""highestVol"":2100.0,""firstVolDivLTGB"":1.3053537268041595E-5,""firstVolDivVol"":1.12E-4,""highestVolDivLTGB"":1.3053537268041595E-5,""highestVolDivVol"":1.12E-4},{""code"":""001309.SZ"",""time"":1772600889000,""openTime"":null,""duration"":6711000,""updatedTime"":1772610246000,""firstVol"":121800.0,""highestVol"":992900.0,""firstVolDivLTGB"":7.571051615464125E-4,""firstVolDivVol"":0.006488,""highestVolDivLTGB"":0.006171836739732619,""highestVolDivVol"":0.052589}]",1,业绩预增+存储芯片+国产替代,521991,1.3131727587E8,2.66792500854824,0.3244680462896333,21,40471559000.000,首板涨停,放量涨停,33,001309
002272.SZ,川润股份,21.07,10.026109660574422,涨停, 09:33:15, 13:47:42,"[{""code"":""002272.SZ"",""time"":1772587995000,""openTime"":1772591697000,""duration"":3699000,""updatedTime"":1772591697000,""firstVol"":5.05533E7,""highestVol"":7.4068994E7,""firstVolDivLTGB"":0.13080009180402738,""firstVolDivVol"":2.833881,""highestVolDivLTGB"":0.19164389298091228,""highestVolDivVol"":3.236546},{""code"":""002272.SZ"",""time"":1772594289000,""openTime"":1772600436000,""duration"":768000,""updatedTime"":1772600436000,""firstVol"":3.182377E7,""highestVol"":4.9748681E7,""firstVolDivLTGB"":0.08233986777421558,""firstVolDivVol"":0.327693,""highestVolDivLTGB"":0.1287182447422675,""highestVolDivVol"":0.507445},{""code"":""002272.SZ"",""time"":1772600463000,""openTime"":1772600472000,""duration"":6000,""updatedTime"":1772600472000,""firstVol"":3968200.0,""highestVol"":6071500.0,""firstVolDivLTGB"":0.010267201632667727,""firstVolDivVol"":0.0368,""highestVolDivLTGB"":0.015709216952961572,""highestVolDivVol"":0.056299},{""code"":""002272.SZ"",""time"":1772603262000,""openTime"":null,""duration"":4338000,""updatedTime"":1772610276000,""firstVol"":1.1176101E7,""highestVol"":1.6716101E7,""firstVolDivLTGB"":0.028916708440617767,""firstVolDivVol"":0.083162,""highestVolDivLTGB"":0.04325073823875778,""highestVolDivVol"":0.124247}]",1,液冷服务器+北美订单+绿色算力,3960655,8.345100085E7,2.7309371943502394,1.0247679926020261,3,8143404300.000,首板涨停,放量涨停,33,002272
002885.SZ,京泉华,31.92,9.993108201240531,涨停, 13:22:24, 13:22:24,"[{""code"":""002885.SZ"",""time"":1772601744000,""openTime"":null,""duration"":5856000,""updatedTime"":1772610300000,""firstVol"":2.956565E7,""highestVol"":3.117965E7,""firstVolDivLTGB"":0.12804101386799857,""firstVolDivVol"":1.147896,""highestVolDivLTGB"":0.135030821174212,""highestVolDivVol"":1.204401}]",1,磁性元器件+变压器+业绩预增+AI智造,3036414,9.692233488E7,10.104958095766634,1.3149906296089717,0,7370572300.000,首板涨停,放量涨停,33,002885
603530.SH,神马电力,67.21,9.999999999999988,涨停, 09:57:49, 13:19:02,"[{""code"":""603530.SH"",""time"":1772589469000,""openTime"":1772591816000,""duration"":2344000,""updatedTime"":1772591816000,""firstVol"":6738600.0,""highestVol"":6748000.0,""firstVolDivLTGB"":0.0157641059798766,""firstVolDivVol"":0.834179,""highestVolDivLTGB"":0.015786096095955732,""highestVolDivVol"":0.821863},{""code"":""603530.SH"",""time"":1772601542000,""openTime"":null,""duration"":6060000,""updatedTime"":1772609485000,""firstVol"":3626500.0,""highestVol"":3976000.0,""firstVolDivLTGB"":0.008483739995848172,""firstVolDivVol"":0.239366,""highestVolDivLTGB"":0.009301351226662714,""highestVolDivVol"":0.262231}]",1,特高压+越南建厂+电网设备,1695000,1.1392095E8,10.926445233497812,0.39652390163967055,1,28729907000.000,5天3板,放量涨停,17,603530
